timestamp x y distance rxPower
70.0 1.32791 0.465953 1.5687017454917935 -35.1551
70.0015 1.31801 0.442999 1.5891452023339467 -34.7223
70.0265 1.3081 0.420045 1.6097153201808698 -33.8863
70.0515 1.2982 0.397091 1.6304111451658443 -35.6034
70.0765 1.28829 0.374137 1.651224278791043 -41.6528
70.1015 1.27839 0.351183 1.6721538480621332 -39.7963
70.1265 1.26848 0.328229 1.6931921883947494 -32.212
70.1515 1.25858 0.305275 1.7143384852545895 -32.0511
70.1765 1.24867 0.282321 1.735585755859099 -38.9224
70.2015 1.23876 0.259367 1.756931865010422 -38.903
70.2265 1.22886 0.236413 1.7783745404635662 -34.0696
70.2515 1.21895 0.213459 1.799907732963276 -35.9199
70.2765 1.20905 0.190505 1.8215306907996363 -39.3558
70.3015 1.19914 0.167551 1.843237932878173 -36.3974
70.3265 1.18924 0.144598 1.8650277100365025 -34.9038
70.3515 1.17933 0.121644 1.8868970590988794 -33.8411
70.3765 1.16943 0.0986896 1.9088446144325526 -35.8085
70.4015 1.15952 0.0757356 1.930865119967565 -34.3733
70.4265 1.14962 0.0527816 1.9529581771503863 -35.4487
70.4515 1.13971 0.0298277 1.9751196864461884 -37.4754
70.4765 1.12981 0.00687368 1.9973490339889877 -41.3823
70.5015 1.1199 0.0344435 1.969210086479411 -37.5673
70.5265 1.11 0.0573974 1.9457144861275923 -43.7622
70.5515 1.10009 0.0803514 1.9222561628414563 -37.8982
70.5765 1.09018 0.103305 1.8988376327177108 -34.8221
70.6015 1.08028 0.126259 1.8754600005014768 -33.4375
70.6265 1.07037 0.149213 1.8521243090756625 -38.2066
70.6515 1.06047 0.172167 1.8288329876697327 -41.4306
70.6765 1.05056 0.195121 1.805587028708669 -37.8194
70.7015 1.04066 0.218075 1.782388829976501 -36.7195
70.7265 1.03075 0.241029 1.7592397623237717 -33.53
70.7515 1.02085 0.263983 1.736142202352388 -34.1479
70.7765 1.01094 0.286937 1.7130979322762023 -36.5807
70.8015 1.00104 0.309891 1.690109319979332 -35.7184
70.8265 0.991131 0.332845 1.6671785906692778 -35.2573
70.8515 0.981226 0.355799 1.6443081802013273 -33.6484
70.8765 0.971321 0.378753 1.6215006383131645 -35.5903
70.9015 0.961415 0.401707 1.598758679749386 -35.4631
70.9265 0.95151 0.424661 1.5760851008181633 -32.5746
70.9515 0.941605 0.447615 1.5534829140515194 -32.267
70.9765 0.931699 0.470569 1.5309553260503717 -32.1625
71.0015 0.921794 0.493523 1.5085055949399062 -36.0499
71.0265 0.911889 0.516477 1.4861372883586494 -37.1995
71.0515 0.901983 0.539431 1.4638542058722923 -34.7745
71.0765 0.892078 0.562385 1.4416601701888696 -32.0898
71.1015 0.882173 0.585339 1.4195594199786072 -30.2918
71.1265 0.872267 0.608293 1.397556472253626 -34.2227
71.1515 0.862362 0.631247 1.3756558414272808 -34.8866
71.1765 0.852457 0.654201 1.3538625798987134 -33.1814
71.2015 0.842551 0.677155 1.332182075253229 -32.2723
71.2265 0.832646 0.700109 1.310619690526966 -30.5499
71.2515 0.822741 0.723063 1.289181467075136 -31.9646
71.2765 0.812835 0.746017 1.267873850788792 -32.0626
71.3015 0.80293 0.768971 1.2467032460617884 -32.1415
71.3265 0.793025 0.791925 1.2256768971674388 -32.6891
71.3515 0.783119 0.814878 1.2048035205148597 -31.2621
71.3765 0.773214 0.837832 1.1840888269129135 -32.0601
71.4015 0.763309 0.860786 1.1635425077224295 -30.1855
71.4265 0.753403 0.88374 1.1431738572977428 -29.8363
71.4515 0.743498 0.906694 1.1229921129019564 -33.0572
71.4765 0.733593 0.929648 1.1030077486368806 -32.9889
71.5015 0.723687 0.952602 1.0832319439404472 -31.1147
71.5265 0.713782 0.975556 1.0636758212256212 -29.5674
71.5515 0.703877 0.99851 1.0443519766960754 -29.8442
71.5765 0.693971 1.02146 1.025277660168698 -33.2204
71.6015 0.684066 1.04442 1.006452894454579 -32.8419
71.6265 0.674161 1.06737 0.9879118234037895 -31.192
71.6515 0.664255 1.09033 0.9696515940919191 -30.0946
71.6765 0.654349 1.11328 0.9517073984166562 -30.6847
71.7015 0.644444 1.13624 0.9340778376216835 -31.0643
71.7265 0.634538 1.15919 0.9168009214349645 -31.2004
71.7515 0.624633 1.18214 0.8998863063126364 -34.7741
71.7765 0.614728 1.2051 0.8833462084505711 -31.6348
71.8015 0.604822 1.22805 0.867221110319623 -29.3383
71.8265 0.594917 1.25101 0.8515152711425674 -28.9029
71.8515 0.585012 1.27396 0.8362709619160528 -28.7507
71.8765 0.575106 1.29691 0.8215049965374526 -28.5434
71.9015 0.565201 1.31987 0.8072341589037222 -28.9065
71.9265 0.555296 1.34282 0.7935031190965793 -29.1634
71.9515 0.54539 1.36578 0.780323817719285 -26.3697
71.9765 0.535491 1.38873 0.7677366892242418 -26.7464
72.0015 0.542539 1.41272 0.7444248551203809 -28.1499
72.0265 0.549587 1.4367 0.7212341925955811 -29.584
72.0515 0.556635 1.46069 0.6981602962966312 -25.9174
