timestamp	rx_power
71.001528705	-32.1625
71.00169671	-32.1625
71.02500571	-36.0499
71.026528715	-36.0499
71.02669672	-36.0499
71.05000572	-37.1995
71.051528725	-37.1995
71.05169673	-37.1995
71.07500573	-34.7745
71.076528735	-34.7745
71.07669674	-34.7745
71.10000574	-32.0898
71.101528745	-32.0898
71.10169675	-32.0898
71.12500575	-30.2918
71.126528755	-30.2918
71.12669676	-30.2918
71.15000576	-34.2227
71.151528765	-34.2227
71.15169677	-34.2227
71.17500577	-34.8866
71.176528775	-34.8866
71.17669678	-34.8866
71.20000578	-33.1814
71.201528785	-33.1814
71.20169679	-33.1814
71.22500579	-32.2723
71.226528794	-32.2723
71.226696798	-32.2723
71.250005798	-30.5499
71.251528802	-30.5499
71.251696806	-30.5499
71.275005806	-31.9646
71.27652881	-31.9646
71.276696814	-31.9646
71.300005814	-32.0626
71.301528818	-32.0626
71.301696822	-32.0626
71.325005822	-32.1415
71.326528826	-32.1415
71.32669683	-32.1415
71.35000583	-32.6891
71.351528834	-32.6891
71.351696838	-32.6891
71.375005838	-31.2621
71.376528842	-31.2621
71.376696846	-31.2621
71.400005846	-32.0601
71.40152885	-32.0601
71.401696854	-32.0601
71.425005854	-30.1855
71.426528858	-30.1855
71.426696862	-30.1855
71.450005862	-29.8363
71.451528866	-29.8363
71.45169687	-29.8363
71.47500587	-33.0572
71.476528874	-33.0572
71.476696878	-33.0572
71.500005878	-32.9889
71.501528882	-32.9889
71.501696886	-32.9889
71.525005886	-31.1147
71.52652889	-31.1147
71.526696894	-31.1147
71.550005894	-29.5674
71.551528898	-29.5674
71.551696902	-29.5674
71.575005902	-29.8442
71.576528905	-29.8442
71.576696908	-29.8442
71.600005908	-33.2204
71.601528911	-33.2204
71.601696914	-33.2204
71.625005914	-32.8419
71.626528917	-32.8419
71.62669692	-32.8419
71.65000592	-31.192
71.651528923	-31.192
71.651696926	-31.192
71.675005926	-30.0946
71.676528929	-30.0946
71.676696932	-30.0946
71.680025	-30.0946
71.700008	-30.6847
71.701531003	-30.6847
71.701699006	-30.6847
71.725008006	-31.0643
71.726531009	-31.0643
71.726699012	-31.0643
71.750008012	-31.2004
71.751531015	-31.2004
71.751699018	-31.2004
71.775008018	-34.7741
71.776531021	-34.7741
71.776699024	-34.7741
71.800008024	-31.6348
71.801531027	-31.6348
71.80169903	-31.6348
71.82500803	-29.3383
71.826531033	-29.3383
71.826699036	-29.3383
71.850008036	-28.9029
71.851531039	-28.9029
71.851699042	-28.9029
71.875008042	-28.7507
71.876531045	-28.7507
71.876699048	-28.7507
71.900008048	-28.5434
71.901531051	-28.5434
71.901699054	-28.5434
71.925008054	-28.9065
71.926531057	-28.9065
71.92669906	-28.9065
71.95000806	-29.1634
71.951531063	-29.1634
71.951699066	-29.1634
71.975008066	-26.3697
71.976531069	-26.3697
71.976699072	-26.3697
72.000008072	-26.7464
72.001531075	-26.7464
72.001699078	-26.7464
72.025008078	-28.1499
72.02653108	-28.1499
72.026699082	-28.1499
72.050008082	-29.584
72.051531084	-29.584
72.051699086	-29.584
72.075008086	-25.9174
72.076531088	-25.9174
72.07669909	-25.9174
72.10000809	-26.8117
72.101531092	-26.8117
72.101699094	-26.8117
72.125008094	-27.1314
72.126531096	-27.1314
72.126699098	-27.1314
72.150008098	-27.9695
72.1515311	-27.9695
72.151699102	-27.9695
72.175008102	-26.6004
72.176531104	-26.6004
72.176699106	-26.6004
72.200008106	-23.9608
72.201531108	-23.9608
72.20169911	-23.9608
72.22500811	-26.3976
72.226531112	-26.3976
72.226699114	-26.3976
72.250008114	-25.7767
72.251531116	-25.7767
72.251699118	-25.7767
72.275008118	-24.2905
72.27653112	-24.2905
72.276699122	-24.2905
72.300008122	-24.9797
72.301531124	-24.9797
72.301699126	-24.9797
72.325008126	-23.7089
72.326531128	-23.7089
72.32669913	-23.7089
72.35000813	-24.5506
72.351531132	-24.5506
72.351699134	-24.5506
72.375008134	-23.0814
72.376531135	-23.0814
72.376699136	-23.0814
72.400008136	-23.1426
72.401531137	-23.1426
72.401699138	-23.1426
72.425008138	-23.7882
72.426531139	-23.7882
72.42669914	-23.7882
72.45000814	-21.7258
72.451531141	-21.7258
72.451699142	-21.7258
72.475008142	-22.1018
72.476531143	-22.1018
72.476699144	-22.1018
72.500008144	-21.6221
72.501531145	-21.6221
72.501699146	-21.6221
72.525008146	-21.2168
72.526531147	-21.2168
72.526699148	-21.2168
72.550008148	-21.6516
72.551531149	-21.6516
72.55169915	-21.6516
72.57500815	-20.0982
72.576531151	-20.0982
72.576699152	-20.0982
72.600008152	-19.4261
72.601531153	-19.4261
72.601699154	-19.4261
72.625008154	-19.8064
72.626531155	-19.8064
72.626699156	-19.8064
72.650008156	-20.2237
72.651531157	-20.2237
72.651699158	-20.2237
72.675008158	-19.7615
72.676531159	-19.7615
72.67669916	-19.7615
72.70000816	-19.3941
72.701531161	-19.3941
72.701699162	-19.3941
72.725008162	-19.4106
72.726531163	-19.4106
72.726699164	-19.4106
72.750008164	-19.7231
72.751531165	-19.7231
72.751699166	-19.7231
72.775008166	-20.0883
72.776531167	-20.0883
72.776699168	-20.0883
72.800008168	-19.7199
72.801531169	-19.7199
72.80169917	-19.7199
72.82500817	-19.8411
72.826531171	-19.8411
72.826699172	-19.8411
72.850008172	-20.2464
72.851531173	-20.2464
72.851699174	-20.2464
72.875008174	-21.1023
72.876531175	-21.1023
72.876699176	-21.1023
72.900008176	-21.3998
72.901531177	-21.3998
72.901699178	-21.3998
72.925008178	-21.3339
72.926531179	-21.3339
72.92669918	-21.3339
72.95000818	-20.9685
72.951531181	-20.9685
72.951699182	-20.9685
72.975008182	-21.1471
72.976531183	-21.1471
72.976699184	-21.1471
73.000008184	-22.7141
73.001531185	-22.7141
73.001699186	-22.7141
73.025008186	-23.777
73.026531187	-23.777
73.026699188	-23.777
73.050008188	-24.0448
73.051531189	-24.0448
73.05169919	-24.0448
73.07500819	-24.2876
73.076531192	-24.2876
73.076699194	-24.2876
73.100008194	-25.3678
73.101531196	-25.3678
73.101699198	-25.3678
73.125008198	-24.8298
73.1265312	-24.8298
73.126699202	-24.8298
73.150008202	-23.4224
73.151531204	-23.4224
73.151699206	-23.4224
73.175008206	-24.3695
73.176531208	-24.3695
73.17669921	-24.3695
73.20000821	-25.5487
73.201531212	-25.5487
73.201699214	-25.5487
73.225008214	-26.0007
73.226531216	-26.0007
73.226699218	-26.0007
73.250008218	-25.4558
73.25153122	-25.4558
73.251699222	-25.4558
73.275008222	-27.3568
73.276531224	-27.3568
73.276699226	-27.3568
73.300008226	-26.5825
73.301531228	-26.5825
73.30169923	-26.5825
73.32500823	-25.6866
73.326531232	-25.6866
73.326699234	-25.6866
73.350008234	-25.4466
73.351531236	-25.4466
73.351699238	-25.4466
73.375008238	-27.771
73.37653124	-27.771
73.376699242	-27.771
73.400008242	-28.2329
73.401531244	-28.2329
73.401699246	-28.2329
73.425008246	-28.5785
73.426531249	-28.5785
73.426699252	-28.5785
73.450008252	-29.2316
73.451531255	-29.2316
73.451699258	-29.2316
73.475008258	-29.4429
73.476531261	-29.4429
73.476699264	-29.4429
73.500008264	-27.1325
73.501531267	-27.1325
73.50169927	-27.1325
73.52500827	-26.7503
73.526531273	-26.7503
73.526699276	-26.7503
73.550008276	-29.3344
73.551531279	-29.3344
73.551699282	-29.3344
73.575008282	-31.9023
73.576531285	-31.9023
73.576699288	-31.9023
73.600008288	-31.4146
73.601531291	-31.4146
73.601699294	-31.4146
73.625008294	-29.3103
73.626531297	-29.3103
73.6266993	-29.3103
73.6500083	-30.7022
73.651531303	-30.7022
73.651699306	-30.7022
73.675008306	-31.0929
73.676531309	-31.0929
73.676699312	-31.0929
73.700008312	-30.4391
73.701531315	-30.4391
73.701699318	-30.4391
73.725008318	-28.4747
73.726531321	-28.4747
73.726699324	-28.4747
73.750008324	-30.0353
73.751531328	-30.0353
73.751699332	-30.0353
73.775008332	-31.7882
73.776531336	-31.7882
73.77669934	-31.7882
73.80000834	-35.2485
73.801531344	-35.2485
73.801699348	-35.2485
73.825008348	-31.8941
73.826531352	-31.8941
73.826699356	-31.8941
73.850008356	-31.6314
73.85153136	-31.6314
73.851699364	-31.6314
73.875008364	-31.6653
73.876531368	-31.6653
73.876699372	-31.6653
73.900008372	-33.051
73.901531376	-33.051
73.90169938	-33.051
73.92500838	-32.1323
73.926531384	-32.1323
73.926699388	-32.1323
73.950008388	-30.5517
73.951531392	-30.5517
73.951699396	-30.5517
73.975008396	-30.6174
73.9765314	-30.6174
73.976699404	-30.6174
74.000008404	-31.8309
74.001531408	-31.8309
74.001699412	-31.8309
74.025008412	-36.0054
74.026531416	-36.0054
74.02669942	-36.0054
74.05000842	-36.8334
74.051531425	-36.8334
74.05169943	-36.8334
74.07500843	-35.8451
74.076531435	-35.8451
74.07669944	-35.8451
74.10000844	-32.0745
74.101531445	-32.0745
74.10169945	-32.0745
74.12500845	-32.3614
74.126531455	-32.3614
74.12669946	-32.3614
74.15000846	-32.6738
74.151531465	-32.6738
74.15169947	-32.6738
74.17500847	-33.8399
74.176531475	-33.8399
74.17669948	-33.8399
74.20000848	-33.7589
74.201531485	-33.7589
74.20169949	-33.7589
74.22500849	-32.3778
74.226531495	-32.3778
74.2266995	-32.3778
74.2500085	-33.0147
74.251531505	-33.0147
74.25169951	-33.0147
74.27500851	-32.6333
74.276531515	-32.6333
74.27669952	-32.6333
74.30000852	-35.56
74.301531525	-35.56
74.30169953	-35.56
74.32500853	-37.1732
74.326531535	-37.1732
74.32669954	-37.1732
74.35000854	-38.9297
74.351531546	-38.9297
74.351699552	-38.9297
74.375008552	-37.1129
74.376531558	-37.1129
74.376699564	-37.1129
74.400008564	-34.6769
74.40153157	-34.6769
74.401699576	-34.6769
74.425008576	-34.0145
74.426531582	-34.0145
74.426699588	-34.0145
74.450008588	-32.186
74.451531594	-32.186
74.4516996	-32.186
74.4750086	-34.789
74.476531606	-34.789
74.476699612	-34.789
74.500008612	-34.7564
74.501531618	-34.7564
74.501699624	-34.7564
74.525008624	-35.4971
74.52653163	-35.4971
74.526699636	-35.4971
74.550008636	-34.6712
74.551531642	-34.6712
74.551699648	-34.6712
74.575008648	-32.9542
74.576531654	-32.9542
74.57669966	-32.9542
74.60000866	-35.0386
74.601531666	-35.0386
74.601699672	-35.0386
74.625008672	-34.571
74.626531678	-34.571
74.626699684	-34.571
74.650008684	-39.1503
74.651531691	-39.1503
74.651699698	-39.1503
74.675008698	-41.1067
74.676531705	-41.1067
74.676699712	-41.1067
74.700008712	-41.6281
74.701531719	-41.6281
74.701699726	-41.6281
74.725008726	-40.1083
74.726531733	-40.1083
74.72669974	-40.1083
74.75000874	-34.9347
74.751531747	-34.9347
74.751699754	-34.9347
74.775008754	-34.9504
74.776531761	-34.9504
74.776699768	-34.9504
74.800008768	-34.1771
74.801531775	-34.1771
74.801699782	-34.1771
74.825008782	-36.6929
74.826531789	-36.6929
74.826699796	-36.6929
74.850008796	-36.7782
74.851531803	-36.7782
74.85169981	-36.7782
74.87500881	-34.2964
74.876531817	-34.2964
74.876699824	-34.2964
74.900008824	-35.396
74.901531831	-35.396
74.901699838	-35.396
74.925008838	-35.1698
74.926531845	-35.1698
74.926699852	-35.1698
74.950008852	-36.7588
74.95153186	-36.7588
74.951699868	-36.7588
74.975008868	-38.0677
74.976531876	-38.0677
74.976699884	-38.0677
75.000008884	-36.3538
75.001531892	-36.3538
75.0016999	-36.3538
75.0250089	-37.1636
75.026531908	-37.1636
75.026699916	-37.1636
75.050008916	-38.1409
75.051531924	-38.1409
75.051699932	-38.1409
75.075008932	-38.1501
75.07653194	-38.1501
75.076699948	-38.1501
75.100008948	-43.659
75.101531956	-43.659
75.101699964	-43.659
75.125008964	-42.3898
75.126531972	-42.3898
75.12669998	-42.3898
75.15000898	-45.503
75.151531988	-45.503
75.151699996	-45.503
75.175008996	-42.754
75.176532004	-42.754
75.176700012	-42.754
75.200000012	-37.5461
75.20152302	-37.5461
75.201691028	-37.5461
75.225000028	-38.561
75.226523036	-38.561
75.226691044	-38.561
75.250000044	-36.3322
75.251523052	-36.3322
75.25169106	-36.3322
75.27500006	-36.8877
75.276523069	-36.8877
75.276691078	-36.8877
75.300000078	-37.7835
75.301523087	-37.7835
75.301691096	-37.7835
75.325000096	-36.0333
75.326523105	-36.0333
75.326691114	-36.0333
75.350000114	-38.3379
75.351523123	-38.3379
75.351691132	-38.3379
75.375000132	-37.6336
75.376523141	-37.6336
75.37669115	-37.6336
75.40000015	-35.4896
75.401523159	-35.4896
75.401691168	-35.4896
75.425000168	-38.4656
75.426523177	-38.4656
75.426691186	-38.4656
75.450000186	-40.7849
75.451523195	-40.7849
75.451691204	-40.7849
75.475000204	-40.0863
75.476523213	-40.0863
75.476691222	-40.0863
75.500000222	-39.2233
75.501523231	-39.2233
75.50169124	-39.2233
75.52500024	-37.199
75.526523249	-37.199
75.526691258	-37.199
75.550000258	-37.7257
75.551523267	-37.7257
75.551691276	-37.7257
75.575000276	-43.6532
75.576523286	-43.6532
75.576691296	-43.6532
75.600000296	-42.8786
75.601523306	-42.8786
75.601691316	-42.8786
75.625000316	-42.0121
75.626523326	-42.0121
75.626691336	-42.0121
75.650000336	-45.2932
75.651523346	-45.2932
75.651691356	-45.2932
75.675000356	-41.7746
75.676523366	-41.7746
75.676691376	-41.7746
75.700000376	-41.4923
75.701523386	-41.4923
75.701691396	-41.4923
75.725000396	-42.735
75.726523406	-42.735
75.726691416	-42.735
75.750000416	-42.9524
75.751523426	-42.9524
75.751691436	-42.9524
75.775000436	-50.1807
75.776523446	-50.1807
75.776691456	-50.1807
75.800000456	-43.9929
75.801523466	-43.9929
75.801691476	-43.9929
75.825000476	-36.5639
75.826523486	-36.5639
75.826691496	-36.5639
75.850000496	-38.966
75.851523506	-38.966
75.851691516	-38.966
75.875000516	-39.4394
75.876523527	-39.4394
75.876691538	-39.4394
75.900000538	-39.2863
75.901523549	-39.2863
75.90169156	-39.2863
75.92500056	-39.7406
75.926523571	-39.7406
75.926691582	-39.7406
75.950000582	-39.6731
75.951523593	-39.6731
75.951691604	-39.6731
75.975000604	-37.1141
75.976523615	-37.1141
75.976691626	-37.1141
76.000000626	-37.4539
76.001523637	-37.4539
76.001691648	-37.4539
76.025000648	-39.6471
76.026523659	-39.6471
76.02669167	-39.6471
76.05000067	-40.7343
76.051523681	-40.7343
76.051691692	-40.7343
76.075000692	-39.9713
76.076523703	-39.9713
76.076691714	-39.9713
76.100000714	-41.3346
76.101523725	-41.3346
76.101691736	-41.3346
76.125000736	-39.081
76.126523747	-39.081
76.126691758	-39.081
76.150000758	-39.8986
76.151523769	-39.8986
76.15169178	-39.8986
76.17500078	-44.7094
76.176523792	-44.7094
76.176691804	-44.7094
76.200000804	-43.1989
76.201523816	-43.1989
76.201691828	-43.1989
76.225000828	-42.6226
76.22652384	-42.6226
76.226691852	-42.6226
76.250000852	-45.8994
76.251523864	-45.8994
76.251691876	-45.8994
76.275000876	-43.0533
76.276523888	-43.0533
76.2766919	-43.0533
76.3000009	-40.3842
76.301523912	-40.3842
76.301691924	-40.3842
76.325000924	-49.4438
76.326523936	-49.4438
76.326691948	-49.4438
76.350000948	-54.2694
76.35152396	-54.2694
76.351691972	-54.2694
76.375000972	-45.1396
76.376523984	-45.1396
76.376691996	-45.1396
76.400000996	-45.3385
76.401524008	-45.3385
76.40169202	-45.3385
76.42500102	-49.8428
76.426524032	-49.8428
76.426692044	-49.8428
76.450001044	-44.5471
76.451524056	-44.5471
76.451692068	-44.5471
76.475001068	-44.0808
76.476524081	-44.0808
76.476692094	-44.0808
76.500001094	-51.8968
76.501524107	-51.8968
76.50169212	-51.8968
76.52500112	-52.6047
76.526524133	-52.6047
76.526692146	-52.6047
76.550001146	-41.1566
76.551524159	-41.1566
76.551692172	-41.1566
76.575001172	-41.7642
76.576524185	-41.7642
76.576692198	-41.7642
76.600001198	-41.1651
76.601524211	-41.1651
76.601692224	-41.1651
76.625001224	-42.6433
76.626524237	-42.6433
76.62669225	-42.6433
76.65000125	-42.355
76.651524263	-42.355
76.651692276	-42.355
76.675001276	-44.2021
76.676524289	-44.2021
76.676692302	-44.2021
76.700001302	-39.3795
76.701524315	-39.3795
76.701692328	-39.3795
76.725001328	-37.7951
76.726524341	-37.7951
76.726692354	-37.7951
76.750001354	-41.3194
76.751524367	-41.3194
76.75169238	-41.3194
76.77500138	-46.3671
76.776524394	-46.3671
76.776692408	-46.3671
76.800001408	-39.5775
76.801506408	-39.5775
76.801797422	-39.5775
76.801965436	-39.5775
76.825004436	-40.99
76.82652745	-40.99
76.826695464	-40.99
76.850004464	-44.9297
76.851527477	-44.9297
76.85169549	-44.9297
76.87500449	-45.3212
76.876527503	-45.3212
76.876695516	-45.3212
76.900004516	-42.2169
76.901527529	-42.2169
76.901695542	-42.2169
76.925004542	-40.2117
76.926527555	-40.2117
76.926695568	-40.2117
76.950004568	-40.7862
76.951527581	-40.7862
76.951695594	-40.7862
76.975004594	-42.2875
76.976527607	-42.2875
76.97669562	-42.2875
77.00000462	-41.8959
77.001527633	-41.8959
77.001695646	-41.8959
77.025004646	-39.2693
77.026527659	-39.2693
77.026695672	-39.2693
77.050004672	-42.7026
77.051527685	-42.7026
77.051695698	-42.7026
77.075004698	-45.0607
77.076527711	-45.0607
77.076695724	-45.0607
77.100004724	-48.4412
77.101527737	-48.4412
77.10169575	-48.4412
77.12500475	-46.1634
77.126527763	-46.1634
77.126695776	-46.1634
77.150004776	-41.1061
77.151527789	-41.1061
77.151695802	-41.1061
77.175004802	-38.0558
77.176527815	-38.0558
77.176695828	-38.0558
77.200004828	-37.9072
77.20152784	-37.9072
77.201695852	-37.9072
77.225004852	-40.8582
77.226527864	-40.8582
77.226695876	-40.8582
77.250004876	-42.296
77.251527888	-42.296
77.2516959	-42.296
77.2750049	-44.2005
77.276527912	-44.2005
77.276695924	-44.2005
77.300004924	-40.6779
77.301527936	-40.6779
77.301695948	-40.6779
77.325004948	-39.6662
77.32652796	-39.6662
77.326695972	-39.6662
77.350004972	-38.4782
77.351527984	-38.4782
77.351695996	-38.4782
77.375004996	-39.1473
77.376528008	-39.1473
77.37669602	-39.1473
77.40000502	-38.6892
77.401528032	-38.6892
77.401696044	-38.6892
77.425005044	-39.8822
77.426528056	-39.8822
77.426696068	-39.8822
77.450005068	-42.105
77.45152808	-42.105
77.451696092	-42.105
77.475005092	-43.6108
77.476528104	-43.6108
77.476696116	-43.6108
77.500005116	-45.1567
77.501528128	-45.1567
77.50169614	-45.1567
77.52500514	-41.4705
77.526528152	-41.4705
77.526696164	-41.4705
77.550005164	-39.5221
77.551528175	-39.5221
77.551696186	-39.5221
77.575005186	-38.7631
77.576528197	-38.7631
77.576696208	-38.7631
77.600005208	-40.5499
77.601528219	-40.5499
77.60169623	-40.5499
77.62500523	-43.1048
77.626528241	-43.1048
77.626696252	-43.1048
77.650005252	-44.2427
77.651528263	-44.2427
77.651696274	-44.2427
77.675005274	-42.0271
77.676528285	-42.0271
77.676696296	-42.0271
77.700005296	-39.0696
77.701528307	-39.0696
77.701696318	-39.0696
77.725005318	-40.4693
77.726528329	-40.4693
77.72669634	-40.4693
77.75000534	-38.3081
77.751528351	-38.3081
77.751696362	-38.3081
77.775005362	-38.1036
77.776528373	-38.1036
77.776696384	-38.1036
77.800005384	-38.3272
77.801528395	-38.3272
77.801696406	-38.3272
77.825005406	-40.8216
77.826528417	-40.8216
77.826696428	-40.8216
77.850005428	-43.8845
77.851528439	-43.8845
77.85169645	-43.8845
77.87500545	-40.6962
77.876528461	-40.6962
77.876696472	-40.6962
77.900005472	-36.6293
77.901528483	-36.6293
77.901696494	-36.6293
77.925005494	-36.8179
77.926528504	-36.8179
77.926696514	-36.8179
77.950005514	-42.8616
77.951528524	-42.8616
77.951696534	-42.8616
77.975005534	-42.2441
77.976528544	-42.2441
77.976696554	-42.2441
78.000005554	-43.3302
78.001528564	-43.3302
78.001696574	-43.3302
78.025005574	-39.3441
78.026528584	-39.3441
78.026696594	-39.3441
78.050005594	-37.9495
78.051528604	-37.9495
78.051696614	-37.9495
78.075005614	-41.6434
78.076528624	-41.6434
78.076696634	-41.6434
78.100005634	-37.8094
78.101528644	-37.8094
78.101696654	-37.8094
78.125005654	-40.9479
78.126528664	-40.9479
78.126696674	-40.9479
78.150005674	-43.9139
78.151528684	-43.9139
78.151696694	-43.9139
78.175005694	-40.8598
78.176528704	-40.8598
78.176696714	-40.8598
78.200005714	-35.4009
78.201528724	-35.4009
78.201696734	-35.4009
78.225005734	-39.7105
78.226528744	-39.7105
78.226696754	-39.7105
78.250005754	-44.5306
78.251528764	-44.5306
78.251696774	-44.5306
78.275005774	-45.459
78.276528784	-45.459
78.276696794	-45.459
78.300005794	-38.4806
78.301528804	-38.4806
78.301696814	-38.4806
78.325005814	-42.1827
78.326528824	-42.1827
78.326696834	-42.1827
78.350005834	-36.1484
78.351528844	-36.1484
78.351696854	-36.1484
78.375005854	-38.9725
78.376528864	-38.9725
78.376696874	-38.9725
78.400005874	-41.0346
78.401528884	-41.0346
78.401696894	-41.0346
78.425005894	-44.9306
78.426528904	-44.9306
78.426696914	-44.9306
78.450005914	-36.6313
78.451528924	-36.6313
78.451696934	-36.6313
78.475005934	-41.7242
78.476528944	-41.7242
78.476696954	-41.7242
78.500005954	-38.9075
78.501528964	-38.9075
78.501696974	-38.9075
78.525005974	-40.8789
78.526528984	-40.8789
78.526696994	-40.8789
78.550005994	-41.4344
78.551529004	-41.4344
78.551697014	-41.4344
78.575006014	-42.6453
78.576529024	-42.6453
78.576697034	-42.6453
78.600006034	-35.7198
78.601529044	-35.7198
78.601697054	-35.7198
78.625006054	-41.0904
78.626529064	-41.0904
78.626697074	-41.0904
78.650006074	-39.0819
78.651529084	-39.0819
78.651697094	-39.0819
78.675006094	-40.4299
78.676529104	-40.4299
78.676697114	-40.4299
78.700006114	-48.3284
78.701529124	-48.3284
78.701697134	-48.3284
78.725006134	-39.3922
78.726529144	-39.3922
78.726697154	-39.3922
78.750006154	-37.8287
78.751529164	-37.8287
78.751697174	-37.8287
78.775006174	-38.1578
78.776529184	-38.1578
78.776697194	-38.1578
78.800006194	-36.7468
78.801529204	-36.7468
78.801697214	-36.7468
78.825006214	-41.0275
78.826529224	-41.0275
78.826697234	-41.0275
78.850006234	-38.1012
78.851529244	-38.1012
78.851697254	-38.1012
78.875006254	-40.0565
78.876529264	-40.0565
78.876697274	-40.0565
78.900006274	-37.953
78.901529284	-37.953
78.901697294	-37.953
78.925006294	-37.3147
78.926529304	-37.3147
78.926697314	-37.3147
78.950006314	-37.3223
78.951529324	-37.3223
78.951697334	-37.3223
78.975006334	-38.5387
78.976529344	-38.5387
78.976697354	-38.5387
79.000006354	-40.5375
79.001529364	-40.5375
79.001697374	-40.5375
79.025006374	-39.446
79.026529384	-39.446
79.026697394	-39.446
79.050006394	-39.7161
79.051529404	-39.7161
79.051697414	-39.7161
79.075006414	-38.0754
79.076529424	-38.0754
79.076697434	-38.0754
79.100006434	-38.0361
79.101529444	-38.0361
79.101697454	-38.0361
79.125006454	-38.651
79.126529464	-38.651
79.126697474	-38.651
79.150006474	-36.6261
79.151529484	-36.6261
79.151697494	-36.6261
79.175006494	-37.0696
79.176529504	-37.0696
79.176697514	-37.0696
79.200006514	-43.0844
79.201529524	-43.0844
79.201697534	-43.0844
79.225006534	-38.7679
79.226529544	-38.7679
79.226697554	-38.7679
79.250006554	-43.3255
79.251529564	-43.3255
79.251697574	-43.3255
79.275006574	-37.5496
79.276529584	-37.5496
79.276697594	-37.5496
79.300006594	-36.9164
79.301529604	-36.9164
79.301697614	-36.9164
79.325006614	-39.3401
79.326529624	-39.3401
79.326697634	-39.3401
79.350006634	-39.6152
79.351529644	-39.6152
79.351697654	-39.6152
79.375006654	-40.477
79.376529664	-40.477
79.376697674	-40.477
79.400006674	-38.775
79.401529684	-38.775
79.401697694	-38.775
79.425006694	-43.7078
79.426529704	-43.7078
79.426697714	-43.7078
79.450006714	-37.3148
79.451529724	-37.3148
79.451697734	-37.3148
79.475006734	-43.9011
79.476529744	-43.9011
79.476697754	-43.9011
79.500006754	-35.8158
79.501529764	-35.8158
79.501697774	-35.8158
79.525006774	-37.873
79.526529784	-37.873
79.526697794	-37.873
79.550006794	-37.5599
79.551529804	-37.5599
79.551697814	-37.5599
79.575006814	-41.698
79.576529824	-41.698
79.576697834	-41.698
79.600006834	-36.7101
79.601529844	-36.7101
79.601697854	-36.7101
79.625006854	-42.2893
79.626529864	-42.2893
79.626697874	-42.2893
79.650006874	-38.7612
79.651529884	-38.7612
79.651697894	-38.7612
79.675006894	-41.3669
79.676529904	-41.3669
79.676697914	-41.3669
79.700006914	-41.1181
79.701529924	-41.1181
79.701697934	-41.1181
79.725006934	-38.1777
79.726529944	-38.1777
79.726697954	-38.1777
79.750006954	-36.7621
