dst_x	dst_y
2.24804	0.816317
2.27267	0.820596
2.2973	0.824875
2.32193	0.829154
2.34656	0.833433
2.37119	0.837711
2.39582	0.84199
2.42046	0.846269
2.44509	0.850548
2.46972	0.854827
2.49435	0.859106
2.51898	0.863384
2.54361	0.867663
2.56824	0.871942
2.59287	0.876221
2.6175	0.8805
2.64214	0.884779
2.66677	0.889057
2.6914	0.893336
2.71603	0.897615
2.74066	0.901894
2.76529	0.906173
2.78992	0.910452
2.81455	0.91473
2.83918	0.919009
2.86382	0.923288
2.88845	0.927567
2.91308	0.931846
2.93771	0.936125
2.96234	0.940403
2.98697	0.944682
3.0116	0.948961
3.03623	0.95324
3.06086	0.957519
3.0855	0.961798
3.11013	0.966076
3.13476	0.970355
3.15939	0.974634
3.18402	0.978913
3.20865	0.983192
3.23328	0.987471
3.25791	0.991749
3.28255	0.996028
3.30718	1.00031
3.33181	1.00459
3.35644	1.00886
3.38107	1.01314
3.4057	1.01742
3.43033	1.0217
3.45496	1.02598
3.47959	1.03026
3.50423	1.03454
3.52886	1.03882
3.55349	1.0431
3.57812	1.04737
3.60275	1.05165
3.62738	1.05593
3.65201	1.06021
3.67664	1.06449
3.70127	1.06877
3.72591	1.07305
3.75054	1.07733
3.77517	1.0816
3.7998	1.08588
3.82443	1.09016
3.84906	1.09444
3.87369	1.09872
3.89832	1.103
3.92295	1.10728
3.94759	1.11156
3.97222	1.11584
3.99685	1.12011
4.02148	1.12439
4.04611	1.12867
4.07074	1.13295
4.09537	1.13723
4.12	1.14151
4.14463	1.14579
4.16927	1.15007
4.1939	1.15435
4.21853	1.15862
4.24316	1.1629
4.26779	1.16718
4.29242	1.17146
4.31705	1.17574
4.34168	1.18002
4.36631	1.1843
4.39095	1.18858
4.41558	1.19285
4.43037	1.19542
4.44021	1.19713
4.46483	1.20141
4.48946	1.20569
4.51409	1.20997
4.53873	1.21425
4.56336	1.21853
4.58799	1.22281
4.61262	1.22708
4.63725	1.23136
4.66188	1.23564
4.68651	1.23992
4.71114	1.2442
4.73577	1.24848
4.76041	1.25276
4.78504	1.25704
4.80967	1.26131
4.8343	1.26559
4.85893	1.26987
4.88356	1.27415
4.90819	1.27843
4.93282	1.28271
4.95745	1.28699
4.98209	1.29127
5.00672	1.29555
5.03135	1.29982
5.05598	1.3041
5.08061	1.30838
5.10524	1.31266
5.12987	1.31694
5.1545	1.32122
5.17913	1.3255
5.20377	1.32978
5.2284	1.33405
5.25303	1.33833
5.27766	1.34261
5.30229	1.34689
5.32692	1.35117
5.35155	1.35545
5.37618	1.35973
5.40081	1.36401
5.42545	1.36829
5.45008	1.37256
5.47471	1.37684
5.49934	1.38112
5.52397	1.3854
5.5486	1.38968
5.57323	1.39396
5.59786	1.39824
5.6225	1.40252
5.64713	1.40679
5.67176	1.41107
5.69639	1.41535
5.72102	1.41963
5.74565	1.42391
5.77028	1.42819
5.79491	1.43247
5.81954	1.43675
5.84418	1.44103
5.86881	1.4453
5.89344	1.44958
5.91807	1.45386
5.9427	1.45814
5.96733	1.46242
5.99196	1.4667
6.01659	1.47098
6.04122	1.47526
6.06586	1.47954
6.09049	1.48381
6.11512	1.48809
6.13975	1.49237
6.16438	1.49665
6.18901	1.50093
6.21364	1.50521
6.23827	1.50949
6.2629	1.51377
6.28754	1.51804
6.31217	1.52232
6.3368	1.5266
6.36143	1.53088
6.38606	1.53516
6.41069	1.53944
6.43532	1.54372
6.45995	1.548
6.48459	1.55228
6.50922	1.55655
6.53385	1.56083
6.55848	1.56511
6.58311	1.56939
6.60774	1.57367
6.63237	1.57795
6.657	1.58223
6.68163	1.58651
6.70627	1.59078
6.7309	1.59506
6.75553	1.59934
6.78016	1.60362
6.80479	1.6079
6.82942	1.61218
6.85405	1.61646
6.87868	1.62074
6.90331	1.62502
6.92795	1.62929
6.95258	1.63357
6.97721	1.63785
7.00184	1.64213
7.02647	1.64641
7.0511	1.65069
7.07573	1.65497
7.10036	1.65925
7.125	1.66353
7.14963	1.6678
7.17426	1.67208
7.19889	1.67636
7.22352	1.68064
7.24815	1.68492
7.27278	1.6892
7.29741	1.69348
7.32204	1.69776
7.34667	1.70203
7.3347	1.68008
7.32273	1.65814
7.31075	1.63619
7.29878	1.61424
7.28681	1.5923
7.27484	1.57035
7.26286	1.5484
7.25089	1.52646
7.23892	1.50451
7.22695	1.48256
7.21498	1.46061
7.203	1.43867
7.19103	1.41672
7.17906	1.39477
7.16709	1.37283
7.15511	1.35088
7.14314	1.32893
7.13117	1.30699
7.1192	1.28504
7.10722	1.26309
7.09525	1.24115
7.08328	1.2192
7.07131	1.19725
7.05934	1.1753
7.04736	1.15336
7.03539	1.13141
7.02342	1.10946
7.01145	1.08752
6.99947	1.06557
6.9875	1.04362
6.97553	1.02168
6.96356	0.999729
6.95159	0.977782
6.93961	0.955835
6.92764	0.933888
6.91567	0.911941
6.9037	0.889995
6.89172	0.868048
6.87975	0.846101
6.86778	0.824154
6.85581	0.802207
6.84384	0.78026
6.83186	0.758313
6.81989	0.736366
6.80792	0.714419
6.79595	0.692472
6.78397	0.670525
6.772	0.648578
6.76003	0.626632
6.74806	0.604685
6.73609	0.582738
6.72411	0.560791
6.71214	0.538844
6.70017	0.516897
6.6882	0.49495
6.67622	0.473003
6.66425	0.451056
6.65228	0.429109
6.64031	0.407162
6.62833	0.385215
6.61636	0.363268
6.60439	0.341322
6.59242	0.319375
6.58045	0.297428
6.56847	0.275481
6.5565	0.253534
6.54453	0.231587
6.53256	0.20964
6.52058	0.187693
6.50861	0.165746
6.49664	0.143799
6.48467	0.121852
6.4727	0.0999054
6.46072	0.0779584
6.44875	0.0560115
6.43678	0.0340645
6.42481	0.0121176
6.41283	0.0273868
6.40086	0.0493338
6.38889	0.0712807
6.37692	0.0932276
6.36495	0.115175
6.35297	0.137122
6.341	0.159068
6.32903	0.181015
6.31706	0.202962
6.31226	0.211756
6.30509	0.224906
6.29311	0.246853
6.28114	0.2688
6.26917	0.290747
6.2572	0.312694
6.24522	0.334641
6.23325	0.356588
6.22128	0.378534
6.20931	0.400481
6.19734	0.422428
6.18536	0.444375
6.17339	0.466322
6.16142	0.488269
6.14945	0.510216
6.13747	0.532163
6.1255	0.55411
6.11353	0.576057
6.10156	0.598004
6.08959	0.619951
6.07761	0.641897
6.06564	0.663844
6.05367	0.685791
6.0417	0.707738
6.02972	0.729685
6.01775	0.751632
6.00578	0.773579
5.99381	0.795526
5.98183	0.817473
5.96986	0.83942
5.95789	0.861367
5.94592	0.883314
5.93395	0.90526
5.92197	0.927207
5.91	0.949154
5.89803	0.971101
5.88606	0.993048
5.87408	1.01499
5.86211	1.03694
5.85014	1.05889
5.83817	1.08084
5.8262	1.10278
5.81422	1.12473
5.80225	1.14668
5.79028	1.16862
5.77831	1.19057
5.76633	1.21252
5.75436	1.23446
5.74239	1.25641
5.73042	1.27836
5.71845	1.3003
5.70647	1.32225
5.6945	1.3442
5.68253	1.36615
5.67056	1.38809
5.65858	1.41004
5.64661	1.43199
5.63464	1.45393
5.62267	1.47588
5.6107	1.49783
5.59872	1.51977
5.58675	1.54172
5.57478	1.56367
5.56281	1.58561
5.55083	1.60756
5.53886	1.62951
5.52689	1.65146
5.51492	1.6734
5.50295	1.69535
5.49097	1.7173
5.479	1.73924
5.46703	1.76119
5.45506	1.78314
5.44308	1.80508
5.43111	1.82703
5.41914	1.84898
5.40717	1.87092
5.39519	1.89287
5.38322	1.91482
5.37125	1.93677
5.35928	1.95871
5.34731	1.98066
5.33533	2.00261
5.32336	2.02455
5.31139	2.0465
5.29942	2.06845
5.28744	2.09039
5.27547	2.11234
5.2635	2.13429
5.25153	2.15623
5.23956	2.17818
5.22758	2.20013
5.21561	2.22208
5.20364	2.24402
5.19167	2.26597
5.17969	2.28792
5.16772	2.30986
5.15575	2.33181
5.14378	2.35376
5.13181	2.3757
5.11983	2.39765
5.10786	2.4196
5.09589	2.44154
5.08392	2.46349
5.07194	2.48544
5.05997	2.50739
5.048	2.52933
5.03603	2.55128
5.02406	2.57323
5.01208	2.59517
5.00011	2.61712
4.98814	2.63907
4.97617	2.66101
4.96419	2.68296
4.95222	2.70491
4.94025	2.72685
4.92828	2.7488
4.9163	2.77075
4.90433	2.7927
4.89236	2.81464
4.88039	2.83659
4.86842	2.85854
1.0	2.0
1.0	2.0
1.0	2.0
1.0	2.0
1.0	2.0
4.84447	2.90243
4.8325	2.92438
1.0	2.0
1.0	2.0
4.82053	2.94632
4.80855	2.96827
4.79659	2.99021
4.78461	3.01216
4.77264	3.03411
4.76067	3.05605
4.7487	3.078
4.73672	3.09995
4.72475	3.12189
4.71278	3.14384
4.70081	3.16579
1.0	2.0
4.68883	3.18774
4.67686	3.20969
4.66489	3.23163
4.65292	3.25357
4.64094	3.27553
4.62897	3.29747
4.617	3.31942
4.60503	3.34137
4.59306	3.36331
4.58108	3.38526
4.56911	3.40721
4.55714	3.42915
4.54517	3.45109
4.5332	3.47304
4.52122	3.49499
4.50925	3.51694
4.49728	3.53889
4.48531	3.56083
4.47333	3.58278
4.45163	3.59519
4.42993	3.60761
4.40823	3.62002
4.38653	3.63243
4.36483	3.64484
4.34313	3.65726
4.32143	3.66967
4.29973	3.68208
4.27803	3.6945
4.25633	3.70691
4.23462	3.71932
4.21293	3.73173
1.0	2.0
4.22614	3.74415
4.24783	3.75656
4.26954	3.76898
4.29123	3.78139
4.31294	3.7938
4.33463	3.80621
4.35634	3.81863
4.37804	3.83104
4.39974	3.84345
4.42144	3.85587
4.44314	3.86828
4.46484	3.88069
4.48654	3.89311
4.50824	3.90552
4.52994	3.91793
4.55164	3.93035
4.57335	3.94276
4.59504	3.95517
4.61675	3.96759
4.63844	3.98
4.66015	3.99241
4.68184	4.00482
4.70355	4.01724
4.72524	4.02965
4.74695	4.04207
4.76865	4.05448
4.79034	4.06689
4.81205	4.0793
4.83375	4.09172
4.85545	4.10413
4.87715	4.11654
4.89885	4.12896
4.92055	4.14137
4.94225	4.15378
1.0	2.0
1.0	2.0
1.0	2.0
4.94225	4.15378
1.0	2.0
1.0	2.0
1.0	2.0
1.0	2.0
1.0	2.0
1.0	2.0
1.0	2.0
1.0	2.0
5.02905	4.20344
1.0	2.0
1.0	2.0
5.05076	4.21585
1.0	2.0
1.0	2.0
5.06746	4.22541
1.0	2.0
5.09415	4.24067
5.11586	4.25309
5.13756	4.2655
5.15926	4.27791
5.18096	4.29033
5.20266	4.30274
5.22436	4.31515
1.0	2.0
5.24606	4.32757
1.0	2.0
5.26776	4.33998
5.28946	4.35239
5.31116	4.36481
5.33286	4.37722
5.35456	4.38963
5.37626	4.40205
5.39796	4.41446
5.41966	4.42687
5.44136	4.43929
5.46307	4.4517
5.48477	4.46411
5.50647	4.47653
5.52817	4.48894
5.54987	4.50135
5.57157	4.51376
5.59327	4.52618
5.61497	4.53859
1.0	2.0
1.0	2.0
1.0	2.0
1.0	2.0
1.0	2.0
5.65837	4.56342
5.68007	4.57583
5.70177	4.58825
5.72347	4.60066
5.74517	4.61307
5.76687	4.62548
5.78857	4.6379
5.81028	4.65031
5.83197	4.66272
5.85368	4.67514
5.87537	4.68755
5.89708	4.69996
5.91877	4.71237
5.94048	4.72479
5.96217	4.7372
5.98388	4.74962
6.00558	4.76203
6.02728	4.77444
6.04898	4.78686
6.07068	4.79927
6.09238	4.81168
6.11408	4.82409
6.13578	4.83651
6.15748	4.84892
6.17918	4.86133
6.20088	4.87375
6.22258	4.88616
6.24428	4.89857
6.26598	4.91099
6.28768	4.9234
6.30939	4.93581
6.33109	4.94823
6.35279	4.96064
6.37449	4.97305
6.39619	4.98547
6.41789	4.99788
6.43959	5.01029
6.46129	5.0227
6.48299	5.03512
6.50469	5.04753
6.52639	5.05994
6.54809	5.07236
6.56979	5.08477
6.59149	5.09718
6.61319	5.1096
6.63489	5.12201
1.0	2.0
6.6566	5.13442
6.6783	5.14684
6.7	5.15925
6.7217	5.17166
6.7434	5.18408
6.7651	5.19649
6.7868	5.2089
6.8085	5.22132
6.8302	5.23373
6.8519	5.24614
6.8736	5.25855
6.8953	5.27097
6.917	5.28338
6.9387	5.29579
6.9604	5.30821
6.9821	5.32062
7.0038	5.33303
7.0255	5.34545
7.0472	5.35786
7.0689	5.37027
7.0906	5.38269
7.1123	5.3951
7.134	5.40751
7.1557	5.41992
7.17741	5.43234
7.19911	5.44475
7.22081	5.45716
7.24251	5.46958
7.26421	5.48199
7.28591	5.4944
7.30761	5.50682
7.32931	5.51923
7.35101	5.53164
7.37271	5.54406
7.39441	5.55647
7.41611	5.56888
7.43781	5.5813
7.45951	5.59371
7.48121	5.60612
7.50291	5.61854
7.52461	5.63095
7.54632	5.64336
7.56802	5.65578
7.58972	5.66819
7.61142	5.6806
7.63312	5.69302
7.65482	5.70543
7.67652	5.71784
7.69822	5.73025
7.71992	5.74267
7.74162	5.75508
7.76332	5.76749
7.78502	5.77991
7.80672	5.79232
7.82842	5.80473
7.85013	5.81715
7.87183	5.82956
7.89353	5.84197
7.91523	5.85439
7.93693	5.8668
7.95863	5.87921
7.98033	5.89163
8.00203	5.90404
8.02373	5.91645
8.04543	5.92887
8.06713	5.94128
8.08883	5.95369
8.11053	5.96611
8.13223	5.97852
8.15393	5.99093
8.17563	5.98672
8.19733	5.97431
8.1636	5.9619
8.1419	5.94948
8.1202	5.93707
8.09851	5.92466
8.07681	5.91225
8.05511	5.89983
8.03341	5.88742
8.0117	5.87501
7.99	5.86259
7.9683	5.85018
7.9466	5.83777
7.9249	5.82536
7.9032	5.81294
7.8815	5.80053
7.8598	5.78812
7.8381	5.7757
7.8164	5.76329
7.7947	5.75088
7.773	5.73846
7.7513	5.72605
7.7296	5.71364
7.70789	5.70122
7.68619	5.68881
7.66449	5.67639
7.64279	5.66398
7.62109	5.65157
7.59939	5.63916
7.57769	5.62674
7.55599	5.61433
7.53429	5.60192
7.51259	5.5895
7.49089	5.57709
7.46919	5.56468
7.44749	5.55226
7.42579	5.53985
7.40408	5.52744
7.38238	5.51502
7.36068	5.50261
7.33898	5.4902
7.31728	5.47778
7.29558	5.46537
7.27388	5.45296
7.25218	5.44054
7.23048	5.42813
7.20716	5.41913
7.18383	5.41013
7.16051	5.40112
7.13719	5.39212
7.11387	5.38312
7.09054	5.37411
7.06722	5.36511
7.0439	5.35611
7.02058	5.3471
6.99725	5.3381
6.97393	5.3291
6.95061	5.32009
6.92729	5.31109
6.90396	5.30209
6.88064	5.29308
6.85732	5.28408
6.834	5.27508
6.81068	5.26607
6.78735	5.25707
6.76403	5.24807
6.74071	5.23906
6.71739	5.23006
6.69406	5.22106
6.67074	5.21205
6.64741	5.20305
6.62409	5.19405
6.60077	5.18504
6.57745	5.17604
6.55412	5.16704
6.5308	5.15803
6.50749	5.14903
6.48416	5.14003
6.46084	5.13103
6.43752	5.12202
6.4142	5.11302
6.39087	5.10402
6.36755	5.09501
6.34423	5.08601
1.0	2.0
6.3209	5.07701
6.29758	5.068
6.27426	5.059
6.25093	5.05
6.22761	5.04099
6.20429	5.03199
6.18097	5.02299
6.15764	5.01398
6.13432	5.00498
6.111	4.99598
6.08768	4.98697
6.06435	4.97797
6.04103	4.96897
6.01771	4.95996
5.99439	4.95096
5.97106	4.94196
5.94774	4.93295
5.92442	4.92395
5.90109	4.91495
5.87778	4.90595
5.85445	4.89694
5.83113	4.88794
5.80781	4.87893
5.78448	4.86993
5.76116	4.86093
5.73784	4.85192
1.0	2.0
5.71451	4.84292
1.0	2.0
1.0	2.0
1.0	2.0
1.0	2.0
1.0	2.0
1.0	2.0
5.66787	4.82491
5.64454	4.81591
5.62123	4.80691
5.59791	4.79791
5.57458	4.7889
5.55126	4.7799
5.52793	4.77089
5.50462	4.76189
5.48129	4.75289
5.45796	4.74388
5.43465	4.73488
5.41132	4.72588
5.388	4.71688
5.36468	4.70787
5.34136	4.69887
5.31803	4.68987
5.29471	4.68086
5.27139	4.67186
5.24807	4.66286
5.22474	4.65385
5.20142	4.64485
5.1781	4.63585
5.15477	4.62684
5.13145	4.61784
5.10813	4.60884
5.08481	4.59983
5.06149	4.59083
5.03816	4.58183
5.01484	4.57283
4.99152	4.56382
4.96819	4.55482
4.94487	4.54581
4.92155	4.53681
4.89823	4.52781
4.8749	4.5188
4.85158	4.5098
4.82826	4.5008
4.80494	4.4918
4.78161	4.48279
4.7583	4.47379
4.73497	4.46478
4.71164	4.45578
4.68832	4.44678
4.665	4.43777
4.64168	4.42877
4.61835	4.41977
4.59504	4.41077
4.57171	4.40176
4.54839	4.39276
4.52507	4.38376
4.50174	4.37475
4.47842	4.36575
4.45509	4.35674
4.43177	4.34774
4.40845	4.33874
4.38513	4.32973
4.36181	4.32073
4.33848	4.31173
4.31517	4.30273
4.29184	4.29372
4.26852	4.28472
4.2452	4.27572
4.22187	4.26671
4.22011	4.25771
4.24343	4.24871
4.26675	4.2397
4.29008	4.2307
4.31339	4.2217
4.33672	4.21269
4.36004	4.20369
4.38337	4.19469
4.40669	4.18568
4.43001	4.17668
4.45334	4.16768
4.47665	4.15867
4.49998	4.14967
4.5233	4.14067
4.54662	4.13166
4.56994	4.12266
4.59327	4.11366
4.61659	4.10465
4.63991	4.09565
4.66324	4.08665
4.68656	4.07765
4.70988	4.06864
4.7332	4.05964
4.75653	4.05063
4.77985	4.04163
4.80317	4.03263
4.82649	4.02363
4.84982	4.01462
4.87314	4.00562
4.89646	3.99662
4.91979	3.98761
4.9431	3.97861
4.96643	3.9696
4.98975	3.9606
5.01308	3.9516
5.03639	3.9426
5.05972	3.93359
5.08304	3.92459
5.10637	3.91559
5.12968	3.90658
5.15301	3.89758
5.17633	3.88858
5.19966	3.87957
5.22297	3.87057
5.2463	3.86157
5.26963	3.85256
5.29294	3.84356
5.31627	3.83456
5.33959	3.82555
5.36291	3.81655
5.38623	3.80755
5.40956	3.79854
5.43288	3.78954
5.4562	3.78054
5.47953	3.77153
5.50285	3.76253
5.52617	3.75353
5.54949	3.74453
5.57282	3.73552
5.59613	3.72652
5.61946	3.71751
5.64279	3.70851
5.66611	3.69951
5.68943	3.6905
5.71275	3.6815
5.73608	3.6725
5.75939	3.6635
5.78272	3.65449
5.80604	3.64549
5.82936	3.63649
5.85268	3.62748
5.87601	3.61848
5.89933	3.60947
5.92265	3.60047
5.94598	3.59147
5.9693	3.58247
5.99262	3.57346
6.01595	3.56446
6.03926	3.55546
6.06259	3.54645
6.08591	3.53745
6.10923	3.52845
6.13255	3.51944
6.15588	3.51044
6.17921	3.50144
6.20252	3.49243
6.22585	3.48343
6.24917	3.47443
6.27249	3.46542
6.29581	3.45642
6.31914	3.44742
6.33781	3.44021
1.0	2.0
6.36578	3.42941
6.3891	3.42041
6.41243	3.4114
6.43575	3.4024
6.45907	3.3934
6.4824	3.38439
6.50572	3.37539
6.52904	3.36639
6.55236	3.35739
6.57569	3.34838
6.59901	3.33938
6.62233	3.33037
6.64565	3.32137
6.66897	3.31237
6.6923	3.30336
6.71562	3.29436
6.73894	3.28536
6.76226	3.27636
6.78559	3.26736
6.80148	3.28666
6.81737	3.30596
6.83325	3.32525
6.84915	3.34456
6.86504	3.36386
6.88093	3.38316
6.89682	3.40246
6.91271	3.42176
6.9286	3.44106
6.94449	3.46036
6.96038	3.47966
6.97627	3.49896
6.99216	3.51826
7.00805	3.53756
7.02394	3.55686
7.03983	3.57616
7.05572	3.59546
7.07161	3.61476
7.0875	3.63406
7.10339	3.65336
7.11928	3.67267
7.13517	3.69196
7.15106	3.71126
7.16695	3.73057
7.18284	3.74987
7.19873	3.76916
7.21462	3.78846
7.23051	3.80777
7.2464	3.82707
7.26229	3.84636
7.27818	3.86566
7.29407	3.88497
7.30996	3.90427
7.32586	3.92357
7.34174	3.94286
7.35763	3.96217
7.37352	3.98147
7.38942	4.00077
7.40531	4.02007
7.42119	4.03937
7.43708	4.05867
7.45298	4.07797
7.46887	4.09727
7.48475	4.11657
7.50064	4.13587
7.51654	4.15517
7.53243	4.17447
7.54832	4.19377
7.56421	4.21307
7.5801	4.23237
7.59599	4.25167
7.61188	4.27097
7.62777	4.29027
7.64366	4.30957
7.65955	4.32887
7.67544	4.34818
7.69133	4.36748
7.70722	4.38677
7.72311	4.40607
7.739	4.42538
7.75489	4.44468
7.77078	4.46397
7.78667	4.48327
7.80256	4.50258
7.81845	4.52188
7.83434	4.54117
7.85023	4.56048
7.86612	4.57978
7.88201	4.59908
7.8979	4.61838
7.91379	4.63768
7.92968	4.65698
7.94557	4.67628
7.96146	4.69558
7.97735	4.71488
7.99324	4.73418
8.00913	4.75348
8.02503	4.77278
8.04091	4.79208
8.0568	4.81138
1.0	2.0
8.07269	4.83068
8.08858	4.84998
8.10447	4.86928
8.12037	4.88858
8.13625	4.90788
8.15214	4.92718
8.16803	4.94648
8.18393	4.96578
8.19982	4.98509
8.17158	5.00438
8.15569	5.02368
1.0	2.0
8.1398	5.04298
8.12391	5.06228
8.10802	5.08158
8.09213	5.10089
8.07624	5.12018
8.06035	5.13948
8.04446	5.15879
8.02857	5.17809
8.01268	5.19739
7.99679	5.21668
7.9809	5.23599
7.96501	5.25529
7.94912	5.27459
7.93323	5.29388
7.91734	5.31319
7.90145	5.33249
7.88556	5.35179
7.86967	5.37109
7.85378	5.39039
7.83789	5.40969
7.822	5.42899
7.80611	5.44829
7.79022	5.46759
7.77433	5.48689
7.75844	5.50619
7.74254	5.52549
7.72666	5.54479
7.71077	5.56409
7.69488	5.58339
7.67898	5.60269
7.66309	5.62199
7.6472	5.6413
7.63132	5.66059
7.61543	5.67989
7.59953	5.69919
7.58364	5.7185
7.56776	5.73779
7.55186	5.75709
7.53597	5.7764
7.52008	5.7957
7.5042	5.81499
7.4883	5.83429
7.47241	5.8536
7.45652	5.8729
7.44063	5.8922
7.42474	5.91149
7.40885	5.9308
7.39296	5.9501
7.37707	5.9694
7.36118	5.9887
7.34529	5.97656
7.3294	5.95726
7.31351	5.93796
7.29762	5.91866
7.28173	5.89936
7.26584	5.88006
7.24995	5.86076
7.23406	5.84146
7.21817	5.82216
7.20228	5.80286
7.18639	5.78356
7.1705	5.76426
7.15461	5.74496
7.13872	5.72566
7.12283	5.70636
7.10694	5.68706
7.09105	5.66776
7.07516	5.64845
7.05927	5.62916
7.04338	5.60986
7.02749	5.59056
7.0116	5.57125
6.9957	5.55195
6.97982	5.53266
6.96393	5.51336
6.94803	5.49405
6.93214	5.47475
6.91626	5.45546
6.90037	5.43615
6.88447	5.41685
1.0	2.0
6.86859	5.39755
6.8527	5.37826
6.83681	5.35895
6.82091	5.33965
6.80502	5.32035
6.78914	5.30105
6.77325	5.28175
6.75735	5.26245
6.74146	5.24315
6.72557	5.22385
6.70968	5.20455
6.69379	5.18525
6.6779	5.16595
6.66201	5.14665
6.65247	5.13505
6.64612	5.12735
6.63023	5.10805
6.61434	5.08875
6.59845	5.06945
6.58256	5.05015
6.56667	5.03085
6.55078	5.01155
6.53489	4.99225
6.519	4.97294
6.50311	4.95364
6.48722	4.93435
6.47133	4.91505
6.45544	4.89574
6.43955	4.87644
6.42366	4.85715
6.40777	4.83784
6.39188	4.81854
6.37599	4.79925
6.3601	4.77994
6.34421	4.76064
6.32832	4.74134
6.31243	4.72204
6.29654	4.70274
6.28065	4.68344
6.26476	4.66414
6.24887	4.64484
6.23298	4.62554
6.21709	4.60624
6.2012	4.58694
6.18531	4.56764
6.16942	4.54834
6.15353	4.52904
6.13764	4.50974
6.12175	4.49044
6.10586	4.47114
6.08997	4.45184
6.07408	4.43254
6.05819	4.41324
6.04229	4.39394
6.0264	4.37464
6.01051	4.35534
5.99462	4.33604
5.97873	4.31674
5.96284	4.29743
5.94695	4.27813
5.93106	4.25883
5.91517	4.23953
5.89928	4.22023
5.88339	4.20093
5.8675	4.18163
5.85161	4.16233
5.83572	4.14303
5.81983	4.12373
5.80394	4.10443
5.78806	4.08514
5.79606	4.10883
5.80406	4.13251
5.81206	4.1562
5.82006	4.17988
5.82806	4.20357
5.83607	4.22725
5.84406	4.25093
5.85207	4.27462
5.86007	4.2983
5.86807	4.32199
5.87607	4.34567
5.88407	4.36936
5.89207	4.39304
5.90008	4.41673
5.90808	4.44041
5.91608	4.4641
5.92408	4.48778
5.93208	4.51147
5.94009	4.53515
5.94809	4.55884
5.95609	4.58252
5.96409	4.60621
5.97209	4.6299
5.98009	4.65358
5.9881	4.67727
5.9961	4.70095
6.0041	4.72463
6.0121	4.74831
6.0201	4.772
6.0281	4.79568
6.0361	4.81937
6.04411	4.84306
6.05211	4.86674
6.06011	4.89043
6.06811	4.91411
6.07611	4.9378
6.08411	4.96148
6.09212	4.98517
6.10012	5.00885
6.10812	5.03254
6.11612	5.05622
6.12412	5.07991
6.13212	5.10359
6.14013	5.12728
6.14813	5.15096
6.15613	5.17465
6.16413	5.19833
6.17213	5.22202
6.18013	5.2457
6.18814	5.26939
6.19614	5.29307
6.20414	5.31676
6.21214	5.34044
6.22014	5.36413
6.22814	5.38781
6.23615	5.4115
6.24415	5.43518
6.25215	5.45887
6.26015	5.48255
6.26815	5.50624
6.27615	5.52992
6.28415	5.5536
6.29215	5.57729
6.30016	5.60097
6.30816	5.62466
6.31616	5.64834
6.32416	5.67203
6.33216	5.69571
6.34016	5.7194
6.34817	5.74308
6.35617	5.76677
6.36417	5.79045
6.37217	5.81414
6.38017	5.83782
6.38817	5.86151
6.39618	5.88519
6.40418	5.90888
6.41218	5.93256
6.42018	5.95625
1.0	2.0
6.42818	5.97993
6.43618	5.97743
6.44419	5.95375
6.45219	5.93006
6.46019	5.90638
6.46819	5.8827
6.47619	5.85901
6.48419	5.83533
6.49219	5.81164
6.5002	5.78795
6.5082	5.76427
6.5162	5.74058
6.5242	5.7169
6.5322	5.69321
6.5402	5.66953
6.54821	5.64585
6.55621	5.62216
6.56421	5.59848
6.57221	5.57479
6.58021	5.55111
6.58821	5.52742
6.59621	5.50374
6.60422	5.48005
6.61222	5.45637
6.62022	5.43268
6.62822	5.409
6.63622	5.38531
6.64423	5.36162
6.65223	5.33794
6.66023	5.31426
6.66823	5.29057
6.67623	5.26689
6.68423	5.24321
6.69223	5.21952
6.70024	5.19583
6.70824	5.17215
6.71624	5.14846
6.72424	5.12478
6.73224	5.10109
6.74024	5.07741
6.74824	5.05372
6.75625	5.03004
6.76425	5.00635
6.77225	4.98267
6.78025	4.95898
6.78825	4.9353
6.79625	4.91161
6.80426	4.88793
6.81226	4.86424
6.82026	4.84056
6.82826	4.81687
6.83626	4.79319
6.84426	4.7695
6.85227	4.74582
6.86027	4.72213
6.86827	4.69845
6.87627	4.67476
6.88427	4.65108
6.89227	4.62739
6.90028	4.60371
6.90828	4.58002
6.91628	4.55634
6.92428	4.53265
6.93228	4.50897
6.94028	4.48528
6.94829	4.4616
6.95629	4.43791
6.96429	4.41423
6.97229	4.39054
6.98029	4.36686
6.98829	4.34317
6.9915	4.33368
6.99629	4.31949
7.0043	4.29581
7.0123	4.27212
7.0203	4.24844
7.0283	4.22475
7.0363	4.20107
7.0443	4.17738
7.05231	4.1537
7.06031	4.13001
7.06831	4.10633
7.07631	4.08264
7.08431	4.05896
7.09231	4.03527
7.10031	4.01159
7.10832	3.9879
7.11632	3.96422
7.12432	3.94053
7.13232	3.91685
7.14032	3.89316
7.14833	3.86948
7.15633	3.84579
7.16433	3.82211
7.17233	3.79842
7.18033	3.77474
7.18833	3.75105
7.19633	3.72737
7.20434	3.70368
7.21234	3.68
7.22034	3.65631
7.22834	3.63263
7.23634	3.60894
7.24434	3.58526
7.25235	3.56157
7.26035	3.53789
7.26835	3.5142
7.27635	3.49052
7.28435	3.46683
7.29235	3.44315
7.30036	3.41946
7.30836	3.39578
7.31636	3.37209
7.32436	3.34841
7.33236	3.32472
7.34036	3.30104
7.34837	3.27735
7.35637	3.25367
7.36437	3.22998
